isbn,title,author,price,stock,category,description
9795363361110,"Ut dignissimos ut assumenda.","Dallas Berge",388.54,265,Fantasy,"Aut porro nesciunt ut rerum error ut. Cupiditate aspernatur totam eum saepe."
9799964481475,"Perspiciatis dolor molestiae ut deleniti.","Dr. Damaris Kozey MD",319.9,523,Travel,"Ut repudiandae facilis accusantium rerum dolor eius consequuntur. Est quae ducimus maxime ex quia. Est rerum minus suscipit soluta est amet nobis."
9785922763295,"Quibusdam animi sit.","Lori Abernathy",281.32,820,Technology,"Magnam magni nihil consectetur eos quos veritatis aspernatur. Molestiae ipsa nobis sapiente omnis tempore."
9795252329962,"Et est sequi.","Anderson Balistreri",331.24,522,Fiction,"Eius qui minima quia incidunt sint. Architecto perspiciatis qui reiciendis expedita distinctio laborum."
9782876634879,"Sunt nihil.","Mr. Frederick Hills Sr.",268.27,603,"Children’s Literature","Natus voluptas et sit libero accusamus. Sint dolorem omnis voluptas repellendus fugit. Dolorem dignissimos sint quidem impedit nam et non."
9792618874746,"Ex aut aperiam.","Michel Borer",395.45,966,Non-Fiction,"Ut non quae quo occaecati. Quia similique dignissimos odit voluptatem tempora aut. Ipsum laudantium officia facilis non."
9797452503692,"Beatae quasi rerum.","Demetrius Armstrong",37.66,665,Technology,"Facere cumque similique eveniet minima quam ipsam illum placeat. Ut dolor voluptatem laboriosam eum rerum aliquam."
9799315607554,"Eaque ut et.","Kasandra Cremin MD",54.97,775,Romance,"Omnis placeat vel magnam non iste laboriosam. Dolores totam quibusdam et aliquam quia commodi temporibus et."
9795062498902,"Et voluptatem fuga.","Cooper Adams",58.15,796,Fantasy,"Voluptatem voluptatum libero quae minus est voluptatibus et. Ut esse error quia est qui perspiciatis non. Autem nulla accusantium cumque voluptatibus quas veniam."
9780728961555,"Numquam et similique.","Lenny Conroy",63.92,637,Romance,"Similique mollitia dolores reprehenderit expedita placeat ipsum non. Qui non voluptate nihil impedit quaerat ut. Est necessitatibus fugit qui eos beatae accusantium distinctio."
9789362179166,"Culpa iste soluta.","Marlee Dickinson",428.22,918,History,"Veniam mollitia voluptatibus laborum aliquam aliquam eum ab facilis. Doloribus aut repudiandae qui consequatur recusandae dolor aut. Ad ut error illum dolorem."
9790263081380,"Commodi autem ullam quo.","Ms. Domenica Satterfield DDS",47.26,311,Fiction,"Qui excepturi cupiditate inventore sunt modi optio voluptas quam. In eius illo delectus quia corrupti ab. Iure quaerat amet veniam corporis quia vero debitis."
9796059900712,"A temporibus quia deleniti.","Annie Macejkovic",404.26,408,Fantasy,"Consequatur dolorem iusto ipsum dignissimos molestiae quis. Magni sit velit consectetur."
9799318979399,"Repellat molestias alias.","Mrs. Helene Bailey",356.01,17,Fantasy,"Consectetur id et quam. Dicta voluptas temporibus provident dolores."
9793943535845,"Rem voluptas qui delectus.","Orlo Kuhic",415.33,233,Business,"Est et accusamus sit aliquam autem reprehenderit. Aspernatur sit similique molestias aspernatur quis. Fuga animi impedit occaecati nemo."
9783864175756,"Ab quia laudantium sunt hic.","Ibrahim Kozey",75.86,964,Mystery,"Provident voluptate vel provident dolores facere. Aperiam veniam ea in aliquam esse. Quas ut accusamus quia cumque."
9796425296166,"Et quasi commodi nemo.","Ms. Caitlyn Willms",37.48,135,Travel,"Deserunt ducimus asperiores magni est ut ipsum ducimus. Est sunt amet amet modi."
9782441915174,"Adipisci consequatur deleniti.","Cielo Little Sr.",369.67,207,Health,"Officiis sint non dolore nihil rem in. Molestias hic omnis illum nostrum et est id iusto."
9786194431950,"In facilis.","Julien Braun",22.28,422,Biography,"Libero sit nesciunt nemo doloremque nesciunt qui aut. Totam ducimus possimus qui labore tempore rem unde. Velit eos doloremque maxime aliquid animi ipsa eligendi."
9790608770269,"Libero non.","Jovanny Becker",418.76,885,Cooking,"Adipisci sunt laudantium a voluptatum et temporibus consequatur. Inventore optio modi libero quo libero corporis aut. Molestiae et nulla aliquid pariatur cumque quibusdam omnis."
9787770238765,"Odio alias temporibus.","Damian Kirlin",188.65,931,"Children’s Literature","Sed iure voluptas et beatae officia reiciendis ipsum et. Sint soluta harum qui dolor fugiat. Doloribus eos quia esse nobis consequatur."
9791180244681,"Eius aut autem.","Violet Medhurst",296.68,295,Science,"Similique occaecati sit ab quis dolorem nisi dolores. Id eveniet est molestiae molestiae."
9784577347126,"Quibusdam impedit ex.","Mrs. Edyth King",316.95,70,Self-Help,"Debitis deleniti alias occaecati quidem et omnis eius. Nostrum ut in esse dolores non explicabo nesciunt odit."
9799663752425,"Libero ab asperiores.","Dr. Polly Mayert",172.68,528,Fiction,"Explicabo nam ea aut qui. Voluptatem consequatur laborum quaerat aliquid facilis. Velit debitis exercitationem ut aut."
9786897063410,"Voluptatem est beatae.","Lurline Bernier",59.36,945,Self-Help,"Sunt quia unde tenetur natus et minus aut. Aut velit accusamus tempora architecto quia earum."
9793969089544,"Est non.","Mr. Troy Hoppe",398.28,548,Fiction,"Dolores cum ut soluta. Beatae quia veniam aut ad quidem alias."
9796599442178,"Laudantium nemo corporis minima.","Astrid Bashirian",200.54,982,Fiction,"Quas blanditiis delectus eveniet maxime in quod culpa. Dolorem asperiores ut voluptatibus eum quaerat quasi autem quidem. Sint ratione vitae qui quos et distinctio non."
9799410356654,"Facere non quaerat.","Edmond Jakubowski",33.62,955,Fiction,"Corporis temporibus et dolores architecto. Quasi sapiente consequatur vel impedit."
9794398066045,"Accusamus voluptatibus qui ullam.","Audra Schaefer",23.39,439,Travel,"Enim eos autem illo cupiditate perspiciatis dolore ut cumque. Ullam beatae tenetur porro ipsum et reprehenderit. Et eligendi fugit nihil velit beatae velit ut eligendi."
9781751751359,"Consequuntur consequatur ipsa dolorem.","Abbigail Johns",325.21,378,Science,"Ipsam et accusantium repellendus. Quia totam quas perferendis sint excepturi dolorum molestias. Ut voluptas voluptas animi non saepe autem."
9796253340758,"Voluptatum est ab saepe reiciendis.","Amie Stokes",48.45,317,Mystery,"Dolor facere sint expedita facere rem laborum quo iste. Est ipsa nostrum est et voluptas aut debitis exercitationem."
9792052128665,"Ea quisquam blanditiis sed.","Miss Tomasa Kuhic MD",452.61,229,History,"Perferendis inventore labore repellendus. Sint sunt perspiciatis reprehenderit explicabo amet sint. Consequatur consequuntur illo delectus vero qui vitae."
9795718536910,"Eos omnis quibusdam consequatur.","Jerel Farrell",237.22,795,Health,"Quibusdam omnis fugiat quos. Deleniti libero quos minima aspernatur temporibus doloremque."
9788275447645,"Quo et quo.","Brycen Nitzsche",112.62,918,"Children’s Literature","Quidem et optio ipsam quidem quis pariatur velit. Fugit voluptas incidunt ut vel maiores. Asperiores sapiente architecto illum non."
9780698561854,"Et sequi magni magni.","Werner Morar",247.65,450,Technology,"Maiores et unde animi voluptatem deleniti omnis. Eveniet asperiores eligendi dolorum rem ea. Dicta dolores expedita autem molestiae."
9795431390899,"Maxime earum nulla architecto.","Mrs. Dina Marks",286.14,756,Cooking,"Occaecati delectus in vel perspiciatis hic sapiente pariatur in. Alias aspernatur in autem aliquid et non. Corporis eveniet commodi et aut."
9786377264412,"Ab explicabo itaque recusandae.","Yolanda Flatley",57.18,205,Health,"Ea ab qui suscipit nam doloribus voluptatem. Voluptates eum saepe ipsum ipsa sit quos."
9782486871978,"Rerum praesentium.","Mariela Graham",226.36,837,Self-Help,"Enim sequi perspiciatis et a aperiam ab. Unde quasi architecto enim. Cum enim quo omnis adipisci ut."
9786909383512,"Iure harum molestiae inventore eum.","Prof. Lavon Fadel",50.47,967,Romance,"Et libero tempora illo eligendi. Quia atque velit ad maxime nostrum fugiat iste."
9784204426583,"Deserunt similique tenetur vitae.","Filiberto Jacobson",351.14,472,Health,"Nobis voluptas assumenda aspernatur labore. Quis labore sunt ad non non. Dolores quas rerum laudantium culpa soluta magnam."
9796950134711,"Necessitatibus et.","Bettie Shanahan",46.77,746,Biography,"Consectetur ipsa officiis assumenda laboriosam vitae nemo. Molestiae fugiat quibusdam quibusdam earum architecto. Eum illo voluptatibus ea praesentium et."
9797843927014,"Voluptas sapiente non.","Mrs. Maud Crist PhD",481.36,595,Biography,"Dolor distinctio corporis et repellendus. Ex officiis vel illo qui nihil nisi amet et."
9788640924962,"Esse aut ratione nihil.","Mr. Jonatan Anderson",484.18,799,Fantasy,"Voluptatem eos omnis sunt ea. Amet et reprehenderit quibusdam."
9782956282259,"Eum ab.","Peyton Harber MD",167.46,814,"Children’s Literature","Et repudiandae quia et. Quisquam quod necessitatibus in voluptatem. Voluptatem necessitatibus itaque doloribus."
9784418255306,"Minima laboriosam eaque assumenda.","Kali Schumm PhD",93.41,970,History,"Autem aspernatur officiis fuga dolor ut cupiditate molestias. Amet adipisci dolorum necessitatibus vel quas quia ut sit."
9790770710742,"Laudantium minima vel autem.","Prof. Vladimir Abbott",377.59,694,Cooking,"A quae inventore est blanditiis consequatur doloribus sint necessitatibus. Qui quaerat in accusamus praesentium optio nemo dicta."
9797921004934,"Et qui.","Tanner McGlynn",11.08,49,Business,"Ea sunt minus molestias omnis et sint. Ut necessitatibus molestias explicabo hic aut. Voluptatem quam ipsa velit molestiae ut totam beatae tempore."
9790691546192,"Iusto quas ab hic.","Kamren Fisher",251.82,254,Biography,"Sint sint nemo omnis. Eligendi quas ullam doloremque est dolor maxime sed sit. Nulla aut beatae molestiae ducimus."
9786635837013,"Ut aut facere.","Dewayne Schumm",232.61,842,"Children’s Literature","Enim ratione et non quia quis quae explicabo. Ut aliquam labore quis et officiis."
9785136589469,"Quisquam consequuntur tempora mollitia.","Allan Kris",157.23,440,Travel,"Dignissimos a temporibus et autem fuga facere enim. Minima vel similique sit et sed voluptatibus. Qui rerum ipsam voluptate quidem est ea dicta."
9780955333378,"Mollitia recusandae placeat voluptatem.","Tyrique Nader",352.86,509,Mystery,"Doloremque sapiente ut quo magni. Pariatur molestiae dolor asperiores consequuntur laudantium nobis rerum. Dicta eaque aut nulla."
9783096170239,"Tenetur et optio.","Mr. Salvatore Welch III",200.94,439,Non-Fiction,"Voluptas rerum aut omnis minima voluptas dolorem. Perspiciatis explicabo et quod quia. Aspernatur enim consequatur ut nihil rerum quas sunt."
9781279893005,"Illum veritatis veniam ratione.","Dr. Cordell Dickinson DVM",40.48,340,"Children’s Literature","Corporis fugit quis nisi in eos est odit. Fugiat tempora rerum doloribus consequatur excepturi reiciendis."
9785251204094,"Quasi velit eum ipsa ut.","Alford Romaguera IV",407.91,61,Travel,"Quaerat ut libero ullam voluptas quos. Consequatur perspiciatis atque fugiat ut culpa. Adipisci ipsam accusamus reiciendis cupiditate."
9793157932034,"Sunt atque et magnam.","Mr. Clovis Lang",137.15,590,History,"Aliquam dolores non iusto. Architecto repellat commodi labore consequatur aut. Aut et vel reprehenderit ex."
9790152203404,"Molestias perferendis.","Mr. Jack Barton",148.79,760,Fiction,"Quis ut iure omnis et aliquam. Tempora molestiae odio tempore eum est quis."
9782234954908,"Minus enim laudantium.","Tomas Satterfield",248.8,927,Cooking,"Iusto eos et dolor officiis omnis ex ad. Nam est iste officiis unde quisquam et. Qui deserunt rerum iste est aut in dolores."
9784200739861,"Quo maiores et.","Wilhelm Miller",132.22,872,Business,"Quod sed quisquam provident inventore. Quas quisquam culpa porro autem quos eos."
9786240648165,"Expedita quo facilis.","Dr. Lazaro Harber II",482.8,681,"Children’s Literature","Rerum culpa voluptatibus qui voluptas et eum. Et culpa accusamus quis quaerat odio."
9797750934969,"Facere ex incidunt.","Easton Altenwerth",386.71,126,Health,"Magnam sed ullam quibusdam saepe ab. Eius consequuntur molestias sit maiores accusantium at. Illo laboriosam tempore itaque neque amet nam rem."
9787088967814,"Amet omnis dolorem doloribus.","Efrain Abbott",295.04,249,Business,"Quae nostrum quae earum aut dolorem veniam culpa. Est saepe voluptates et voluptatem debitis et rem."
9788945127013,"Porro delectus sint.","Titus Barrows",81.34,321,Fiction,"Consectetur facere et adipisci doloribus modi vitae. Cupiditate cumque voluptatibus in vel. Recusandae quia vel sint ab id quidem tempore itaque."
9795862133461,"Atque sint perspiciatis qui.","Nova Gutmann",397.11,296,Romance,"Ut ullam saepe accusamus quia omnis. Sit quasi id officiis porro distinctio. Dolores cupiditate dolores corporis ad."
9799665383245,"Ex architecto ab et.","Amber Feeney",346.24,120,Health,"Dolores dolores delectus qui. Id eligendi in harum temporibus."
9795968973664,"Deleniti in voluptatem laboriosam.","Dashawn Barrows",389.16,924,Non-Fiction,"Impedit qui earum quam assumenda eveniet dolorum. Possimus magni consequatur et veniam ut dolor et. Cupiditate deleniti voluptatum perferendis consectetur totam illo."
9791969330550,"Unde aperiam qui accusantium.","Dale Nicolas Jr.",377.82,154,Non-Fiction,"Quo tempora porro blanditiis sed in tempora. Quis qui quas perferendis blanditiis dolor labore dolor. Eaque et impedit consequuntur autem quibusdam."
9798863260594,"Blanditiis amet eum sunt.","Mr. Austyn Schroeder",43.61,818,"Children’s Literature","Neque accusantium animi expedita facilis non. Est quia quos hic rerum ex."
9791170670650,"Iusto accusamus vero.","Hank Kiehn",48.87,54,History,"Dolor mollitia est aut officia et nemo expedita. Dolore id similique asperiores nesciunt dolorem."
9789365394436,"Sit quia amet architecto.","Camron Breitenberg",412.88,264,Travel,"Mollitia praesentium in cum ratione. Molestiae amet eum debitis nulla. Temporibus a nobis vel est id cum ut."
9799196111973,"Inventore exercitationem ut.","Joyce Senger",294.19,384,Romance,"Rerum suscipit exercitationem aut eligendi minima perferendis. Aut maxime asperiores blanditiis sint est."
9783979798796,"Perspiciatis pariatur.","Anastacio Toy",122.69,858,Travel,"Possimus molestias consequatur est dolore est cumque qui. Voluptate voluptate officiis commodi praesentium et."
9780091583101,"Quod molestias quia.","Hugh Murphy",266.89,803,Business,"In voluptas explicabo voluptatem sit quia ratione occaecati. Natus voluptates molestiae quia id qui cum qui."
9794671887794,"Dolor fugiat id recusandae.","Mikayla Schinner Jr.",425.42,932,Science,"Autem repellendus unde tempora mollitia est quo saepe. Id dolores facilis iusto dicta perferendis ut eius."
9786488219714,"Aliquam pariatur.","Lauryn Watsica",406.67,734,Science,"Dolorum eius voluptate quod voluptas dolorem sunt ex quod. Voluptates dolore dolorem animi suscipit nemo."
9781105332296,"Eius dolorum et.","Oscar Bailey",81.31,929,History,"Fugit aliquam quisquam neque veritatis aut. Ea sequi adipisci aut voluptas enim nobis."
9792460506055,"Dolores ea iusto.","Kayla Kiehn",257.99,547,"Children’s Literature","Illum incidunt blanditiis ipsam necessitatibus. Aliquid sed asperiores sunt eum."
9794996453292,"Accusamus nihil rerum.","Alberto Bednar",384.98,568,Health,"Suscipit optio officia voluptas consectetur odio ad. Praesentium minima porro voluptatem ut ut dolores suscipit aspernatur."
9786688163077,"Dolor rerum ratione.","Joelle Fisher",146.52,947,"Children’s Literature","Nostrum est sed et odio voluptatibus a. Eius qui voluptas tempore laborum nostrum sed. Minus nam sint qui facere pariatur."
9799798253781,"Dolorum quis saepe vel.","Hanna Schmitt",198.06,536,Travel,"Et quam necessitatibus qui officiis. Veniam magni perspiciatis iste placeat amet sit."
9782729306908,"Non iusto magni non.","Abigale Bailey",376.76,596,Non-Fiction,"Id ducimus ut dignissimos molestias libero aliquam voluptas vel. Praesentium consequatur voluptatem eius consequatur debitis cupiditate."
9780183927219,"Vel beatae omnis repellendus maxime.","Curt Gerlach",113.15,895,Business,"Optio explicabo quaerat ut cumque omnis quia explicabo. Reprehenderit fuga quia magnam iste vero minus. Velit voluptatem consequatur nobis aliquid sequi excepturi maiores molestias."
9782885617542,"Blanditiis animi nobis ea.","Conor Schowalter",435.45,417,Science,"Sed perspiciatis facere totam nobis. Provident quisquam labore voluptatum distinctio porro at incidunt quia. Necessitatibus et ipsum accusamus ut reprehenderit autem."
9792034895745,"Corporis est et.","Cali Fritsch",27.03,563,Travel,"Numquam reprehenderit et non error. Nostrum qui pariatur sit voluptas doloribus totam."
9782302627444,"Neque ut.","Ms. Shany Grant Jr.",103.33,983,Fiction,"Atque natus minima veritatis et culpa vero. Vel odit consequuntur ipsum ab et esse eveniet. Beatae sapiente aut molestiae nemo sit voluptatem magni."
9794831972452,"Et porro quis.","Madeline Veum",203.62,637,Mystery,"Vitae vero nihil velit blanditiis omnis. Ipsa incidunt deserunt recusandae reiciendis facere."
9795577958007,"Nostrum qui excepturi et.","Remington Abernathy III",469.69,148,Fiction,"Est cumque ad optio sed repellendus velit odio. Enim voluptatem maiores laudantium."
9783811901902,"Odio eum iusto.","Bonnie Vandervort",322.32,285,Biography,"Harum animi autem ut consequatur omnis maiores. Autem atque facilis facilis eum aut ea eum. Sint possimus qui fugit."
9782937662490,"Suscipit officiis totam maiores aut.","Nola Swaniawski IV",374.19,71,Biography,"Possimus labore quia nihil temporibus sit. Odio ad ullam ipsum eum enim et consequuntur amet. Nemo itaque nulla quas adipisci perferendis culpa."
9787166191377,"Impedit amet suscipit adipisci.","Mae Anderson",130.73,19,Mystery,"Sunt minus atque voluptas nesciunt non recusandae nemo. Qui architecto aliquid quis. Dolorem repellendus ut id aspernatur perferendis."
9799525993065,"Neque eveniet facere rerum consectetur.","Alessia Wisozk PhD",41.54,613,Non-Fiction,"Qui ea repudiandae pariatur accusantium ut ea in. Necessitatibus architecto sequi architecto dolorem eos accusantium sed."
9780813622934,"Molestias quia tenetur.","Mrs. Winifred Welch",325.76,226,Self-Help,"Rerum omnis cupiditate vel soluta. Eveniet qui delectus doloribus expedita."
9785388696823,"Aliquam ut sed.","Anabel Dickens",62.9,2,History,"Officiis in et expedita dolor sit. Quidem ut nemo sunt reiciendis. Doloribus dolorem eveniet corporis."
9799853826196,"Esse tempore voluptatem.","Cindy Schimmel",118.51,206,Fiction,"Expedita et consequatur iure occaecati ipsum similique. Esse molestias sunt rerum consequatur."
9796823468158,"Animi aut est.","Mr. Rory Treutel V",338.47,486,Non-Fiction,"Aut delectus aut dolor a aut optio provident. Labore nam dolorem accusantium quia harum."
9790827736206,"Et alias nesciunt commodi.","Mrs. Filomena Effertz DDS",312.47,325,Fiction,"Labore libero temporibus at ut. Doloremque mollitia nulla dolorem quia voluptas."
9798773135272,"Asperiores rerum velit ducimus.","Roberta Koelpin",436.86,0,Mystery,"Eum dignissimos dignissimos quam iste et. Ullam omnis harum distinctio ut. Libero velit perspiciatis tempore quia."
9797029204106,"Esse quia eveniet.","April Jones",164.3,147,Romance,"Nulla quidem assumenda sint minima. Et non nulla atque enim delectus debitis."
9799193650574,"Dolorum repellendus consequuntur.","Amya Cassin",440,975,History,"Iusto neque numquam exercitationem. At ut fugiat ut ea. Qui in et fugiat voluptatem et voluptatem eum."
9798187772773,"Delectus rem tempore.","Miss Cierra Gutkowski",279.14,826,Mystery,"Odit saepe est aut et odit quis. Ex aliquid quisquam aperiam aut dolores quidem. Fugit voluptatum temporibus quas minus nisi."
9784918058612,"Ea aspernatur amet.","Ms. Kaylee Klocko",400.82,960,Biography,"Facilis omnis nihil autem aut. Numquam ut asperiores voluptas culpa itaque et quos sunt."
9783676432641,"In unde qui labore.","Ms. Ofelia Greenholt",449.71,309,Fiction,"Culpa minus amet eos molestias labore. Sed temporibus nesciunt voluptatibus necessitatibus enim. Placeat sapiente voluptatibus est quas sit."
9799829187238,"Quis quidem dicta omnis porro.","Madilyn Bednar",467.47,963,Business,"Et et quo sed enim autem fugiat ea. At nostrum nostrum illo."
9789313838180,"Voluptatem et asperiores temporibus reiciendis.","Ms. Corine Schneider DDS",311.91,58,Health,"Est amet saepe quis voluptates et veritatis. Id expedita accusamus unde et inventore id temporibus."
9782415461416,"Officia deserunt nulla esse autem.","Mr. Manuel Reynolds MD",398.18,372,History,"Magni excepturi voluptatum nam in quaerat. Natus sed eligendi nostrum occaecati repellendus."
9792885646602,"Voluptatem quis veniam amet.","Prof. Gillian Crona",200.34,529,Travel,"Molestiae esse ullam officia autem molestiae corrupti earum. Repellendus eligendi id ipsam repellendus natus voluptatem repellat."
9798626784121,"Ut quis voluptatibus vitae corporis.","Monte Sauer",113.37,960,Fantasy,"Repellendus nulla similique cum voluptatibus vero modi. Laborum atque veritatis impedit voluptas vero dolorum aperiam. Nesciunt dolorem et iste quibusdam vero eaque."
9793965664493,"Ex qui aperiam placeat.","Eldora Senger",317.71,936,Biography,"Et voluptatem debitis voluptatem quibusdam. Accusamus molestiae aut consequatur quia quis dolorem placeat qui. Qui dolor ex molestiae sunt."
9788235282491,"Aut laboriosam dicta.","Mrs. Anastasia Beer Sr.",497.69,470,Non-Fiction,"Fugit at molestias doloremque incidunt rem. Officiis facilis exercitationem rerum non et. Qui pariatur voluptatibus voluptate vel ut commodi."
9780009517143,"Voluptate fugiat adipisci autem.","Kattie Nitzsche",294.57,330,Fiction,"Similique quisquam voluptatem odit vel eius. Blanditiis architecto facilis nulla neque laborum accusantium. Tempora aliquid sit necessitatibus nulla sed laudantium."
9787012563242,"Veniam nemo fuga.","Miss Celestine Stark I",55.95,317,Mystery,"Numquam quae repudiandae velit enim dolorum. Cum enim saepe minima aut doloremque ut. Illo pariatur voluptatem laudantium eos consequatur eveniet."
9785263561499,"Aut nemo.","Fae Barton",310.27,934,Technology,"Natus ut aliquid tempora quod. Consectetur rerum sed placeat officia. Dicta nemo ut optio sint neque porro est iste."
9783986106874,"Libero ut.","Dr. Tanya Kuhlman",88.24,251,Romance,"A in reiciendis quo necessitatibus. Ut quod voluptatum dolore natus dolorem repudiandae ex. Amet architecto libero placeat quo dolor voluptatem atque."
9785201377939,"Et vel voluptatem sequi.","Russel Bogisich",111.12,551,Romance,"Ea ut quae et. Et doloribus corrupti assumenda aliquam. Debitis voluptatum ut enim."
9788410964501,"Autem rerum consectetur.","Dr. Aurelie Lebsack DDS",387.88,342,Business,"Corporis totam excepturi earum est neque aut. Cum reiciendis rerum nihil quo omnis cumque."
9795282010434,"Vitae vel et ullam.","Brielle Greenholt",111.83,226,Science,"Atque neque fugit omnis non qui. Veniam adipisci assumenda quibusdam sed."
9791960718203,"Nesciunt sint modi assumenda.","Orland Wiegand",144.72,855,Self-Help,"Debitis earum aut unde voluptatum alias consequuntur. At eligendi inventore quia voluptas."
9791402913616,"Itaque similique illo possimus.","Mrs. Jackeline Blanda DDS",239.93,722,Cooking,"Esse et vel debitis sunt. Aspernatur quisquam iusto officia quidem eaque numquam nisi."
9787819012622,"Ut qui repellendus quibusdam.","Diamond Luettgen",469.27,924,Fantasy,"A quam ut corporis sunt commodi. Quaerat reiciendis officia quo tempora accusamus impedit officiis qui."
9791482463575,"Est laudantium commodi.","Adelle Harvey DDS",283.64,836,Cooking,"Quo velit fugit ut. Perferendis repellendus ut quia."
9789250614069,"Omnis nobis.","Darian Hegmann Sr.",20.49,904,Science,"Et ut at est similique tenetur. Laboriosam ipsum a fugit. Eveniet iusto et facilis voluptatem animi."
9790119475981,"Quos et velit optio ea.","Mervin Haley",93.11,695,Travel,"Atque a molestias voluptatem esse dolorum. Quam minima aut minus est. Assumenda tenetur ut nobis consequatur consequuntur qui."
